,SID,key,Module #,Module,Method,MID,Selected,Reason,Familiar
169,S_2,1,3,Ideate,Design the Box,M_39,False,It can be a way to pre-sell your product and find out the problems and details you need to add to. I think is kind of limited to the exact or specific projrct.,False
170,S_2,1,3,Ideate,Do-Redo-Undo,M_40,False,It's better to have a concrete concept or prototype to work with.,False
171,S_2,1,3,Ideate,Forced Analogy,M_41,False,"You need to keep asking questions which is kind of like ""WHY-HOW Laddering"".",False
172,S_2,1,3,Ideate,Visual Brainstorming,M_42,True,It's really good way to generate all the ideas and visualize means more tangible and clearly to know the points and ideas our group will have.,True
173,S_2,1,3,Ideate,Weighted Matrix,M_43,False,It's kind of like 2 by 2 Matrix.,False
174,S_2,1,4,Build,Additive Manufacturing,M_44,False," This is a recently developed series of manufacturing techniques that utilize machines which systematically add, instead of remove. But there's a hysical limitation in size of the parts. I don't think we'll need this kind of complex method to solve the problem. It may be used in somewhere else. And using this method is quite pricing.",False
175,S_2,1,4,Build,Direct Shell Production Casting,M_45,False,"This method is mainly used to create casting shells for production of parts and prototpys. It's advantage is that it's quick and cost a little. But it just focus on specific materials and the layers are often visible and hard to sand out. Maybe we don't need this kind of method to do our prototpying, just some easy ways are ok. I'm not completed understand this method.",False
176,S_2,1,4,Build,Experience Prototyping,M_46,False,It allow designers to show and test their design via active user participation. This can enhance the understanding of what it would be like for a user to engage with what is being designed. But it's kind of hard to creat a low-fedelity prototype that effectively mimics the function. We just need to do a little more easy ones to show to the users what our intenion is.,False
177,S_2,1,4,Build,Fused Deposition Modelling,M_47,False,This one is kind of a rapid prototyping used ti priducethermoplastic models. It can be used in some area that really need to test the heat or temperature or some other things. I don't choose because we don't need to sense this kind of things and it's limited in material choice.,False
178,S_2,1,4,Build,Laminated Object Manufacturing,M_48,False,"This method is used to creat non-functional scaled models or conceptual prototypes. If we want to test the ability or the function of how our product works, then this method will be in no use. It does not produce highly accurate parts and therefire it's not appropriate for creating functional moving prototpyes.",False
179,S_2,1,4,Build,Laser Cutting,M_49,True,"Laser cutting is the process of using a kind of machine that controls a high powered, laser beam make cuts from a cad digital design life. It's the easiest and quickest way to make something come true or from a 2D version to 3D version. It's helpful when you want to do something that really beautiful and test their ability to stand on the table or some other abilities. You can also make many same models and you may develop another kind of new models by combining them cause this method is quite insightful and exciting to see your product come true.",True
180,S_2,1,4,Build,Prototyping,M_50,True,"Prototyping is the creation of a physical representation which can show to the users clearly and directly of what the designer is going to achieve. By using this method, we can come up with ideas really quick and it can save much time on expressing what your idea is. As the saying goes, action speaks louder than words. Also, while prototyping, we can find out the problems that we haven't thought of. Useful lessons can be learned with each new prototyping.",True
181,S_2,1,4,Build,Rapid Prototyping,M_51,False,"It needs a range of various quick prototyping techniques including analysis, development, formative evaluation and designing. Though it can be really productive, but I think that can be kind of stressful. As we are just doing one product and even if we need to make some other ideas come ture, it's easier to use the prototyping method instead of this. ",False
182,S_2,1,4,Build,Service Prototyping,M_52,False,"This allows a user to interact with the designed service in the place, situation, and condition where the service will actually exist. It's kind helpful when you can touch and use this device in person and test the usability of it. It needs the role play of the participants to act in a realy-life. But it may not be very accurate cause you just act it. But I would say that it's a good way to presentate it.",False
183,S_2,1,4,Build,Tangible Prototyping,M_53,False,It's a physical prototypes of a product design that allow a direct link between a user's thoughts and actions with the design. But these prototypes can only be used for basic features that can be easily prototyped with low to medium fidelity models.,False
184,S_2,1,4,Build,Water Jet Cutting,M_54,True,"This method is used to mechanically cut material under water. Though it has an advantage that it won't creat the burned edges of your product, but it takes a long time to finish one cutting. Because it has to do the work under water, there's a high pressure and just infinite nuber of shapes can to cutted. Also, if you use the machine incorrectly, there may be some unexpeceted results and it may ruin your design. The thicker the material, the less accurate the cut. There's no need for us to use this complicated and expensive machine.",True
185,S_2,1,4,Build,Wireframe,M_55,True,"It's an architectural representation of a user interface like a screen. Wireframes visually depict the rudimentary layout of an app or website. This will be quite useful cause we designed an app to connect with the mobile sensing. Instead of really creating an app, we just need to draw some possible screens and switch it to the next one to presentate it to our users. It's much easier and quicker that you can sketch your ideas in a minutes. Also, it can be showed clearly to others.",False
